"school_id","school_name","school_city","school_state","created_at","updated_at","league_id","school_address","school_contact","school_phone","school_fax","school_zip","school_email","billing_name","billing_address","billing_address2","billing_city","billing_state","billing_zip","billing_purchase_order","old_school_id"
5061,"Otte Blair Middle School","Blair","NE","2015-05-07 15:12:04","2015-05-07 15:12:04",2,"555 Jackson St.  PO Box 288",0,"(402) 426-3678","(402) 426-1788",68008,"","","","","","","","",3157
4298,"Christ the King School","Omaha","NE","2015-05-07 15:11:59","2015-05-07 15:11:59",1,"831 S. 88th St.",0,"402-391-0977","402-391-2418",68114,"eythl@ctkomaha.org","Christopher Segrell","831 S. 88th St.","","Omaha","NE",68114,"0332",4767
4299,"Christ the King School","Omaha","NE","2015-05-07 15:11:59","2015-05-07 15:11:59",1,"831 S. 88th St.",0,"402-391-0977","402-391-2418",68114,"eythl@ctkomaha.org","Christopher Segrell","831 S. 88th St.","","Omaha","NE",68114,"0333",4768
4046,"Adams Elementary","Omaha","NE","2015-05-07 15:11:57","2015-05-07 15:11:57",2,"3420 N. 78th St.",0,"(402) 572-9072","(402) 572-9075",68134,"","","","","","","","",3826
4819,"Lincoln Southwest High School","Lincoln","NE","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"7001 South 14th Street",0,"(402) 436-1306","(402) 436-1085",68512,"","Lincoln PS","PO Box 82889","","Lincoln","NE",68501,2311388,3104
4829,"Logan Fontenelle Middle School","Bellevue","NE","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"701 Kayleen Dr.",0,"(402) 293-4360","(402) 293-4450",68005,"","","","","","","","",2444
5859,"Sts. Peter and Paul","Omaha","NE","2015-05-07 15:12:09","2015-05-07 15:12:09",1,"3619 X Street",0,"(402) 731-4713","(402) 731-2633",68107,"","","","","","","","",3022
4589,"Holling Heights","Omaha","NE","2015-05-07 15:12:01","2015-05-07 15:12:01",2,"6565 S. 136 St.",0,"(402) 715-8330","(402) 715-6195",68137,"kdp3943@juno.com","Millard PS","5606 S. 147th St.","","Omaha","NE",68137,902166,4235
5627,"St. Joseph School","Lincoln","NE","2015-05-07 15:12:08","2015-05-07 15:12:08",1,"1940 S. 77th St.",0,"(402) 489-0341","(402) 489-3260",68506,"linda-boeshart@piusx.lincoln.ne.us","","","","","","","",220
4349,"Covington Elementary School","South Sioux City","NE","2015-05-07 15:11:59","2015-05-07 15:11:59",2,"2116 A Street",0,"(402) 494-4007","(402) 494-6300",68776,"","South Sioux CCS","820 East 29th Box 158","","South Sioux City","NE",88776,"3-5100",3142
4104,"Bafat Victory Academy","Nigeria","ND","2015-05-07 15:11:57","2015-05-07 15:11:57",2,"CBN Qtrs.",0,"Plot 189","CBN Qtrs.","Abuja","08056684412","",+234,"","bafatvictoryacademy@ymail.com","","","",""
5410,"St. Alphonsus School","Langdon","ND","2015-05-07 15:12:06","2015-05-07 15:12:06",1,"209 10th Ave",0,"701-256-2354","",58249,"diane.reinhardt@hotmail.com","Diane Reinhardt","10453 89th Street NE","","Langdon","ND",58249,"",4439
5599,"St. John's School","Wahpeton","ND","2015-05-07 15:12:08","2015-05-07 15:12:08",1,"122 N. 2nd Street",0,"(701) 642-6116","(701) 642-9134",58075,"","","","","","","","",3757
4098,"Athens Drive High School","Raleigh","NC","2015-05-07 15:11:57","2015-05-07 15:11:57",2,"1420 Athens Dr.",0,"(919) 233-4050","(919) 233-4082",27606,"pdanskin@wcpss.net","","","","","","","",1304
5123,"Overton Elementary School","Salisbury","NC","2015-05-07 15:12:04","2015-05-07 15:12:04",2,"1825 West Park Road",0,"704-639-3000","",28144,"andersonep@rss.k12.nc.us","Overton Elementary School","1825 West Park Road","","Salisbury","NC",28144,"315-55",4800
5894,"The Master's Academy","Forest City","NC","2015-05-07 15:12:10","2015-05-07 15:12:10",2,"120 School Dr.",0,"(828) 245-7203","(828) 247-0403",28043,"","","","","","","",1207,4262
5901,"Thornton Elementary School","Newton","NC","2015-05-07 15:12:10","2015-05-07 15:12:10",2,"301 West 18th Street",0,"","",28658,"","Newton Conover City Schools","605 N Ashe Ave.","","Newton","NC",28658,8409,3283
5135,"Panther Creek High School","Cary","NC","2015-05-07 15:12:04","2015-05-07 15:12:04",2,"6770 McCrimmon Pkwy.",0,"(919) 463-8656","(919) 463-8666",27519,"","","","","","","","",4095
4889,"McAlpine Elementary","Charlotte","NC","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"9100 Carswell Ln",0,"(980) 343-3750","",28277,"","","","","","","","",3771
4637,"Holy Trinity Catholic Middle School","Charlotte","NC","2015-05-07 15:12:01","2015-05-07 15:12:01",1,"3100 Park Rd.",0,"(704) 527-7822","(704) 525-7288",28209,"sheck@htcms.net","","","","","","","",4021
5917,"Trimont Christian Academy","Franklin","NC","2015-05-07 15:12:10","2015-05-07 15:12:10",2,"98 Promise Lane",0,"(828) 369-6756","(828) 524-0622",28734,"","","","","","","","",3435
5923,"Tryon Middle School","Tryon","NC","2015-05-07 15:12:10","2015-05-07 15:12:10",2,"373 Harmon Field Rd.",0,"(828) 859-6636","(828) 859-9900",28782,"","","","","","","","",3355
4392,"Dr. W.T. Griggs","Poplar Branch","NC","2015-05-07 15:12:00","2015-05-07 15:12:00",2,"261 Poplar Branch Rd.",0,"(252) 453-2700","(252) 453-2132",27965,"","","","","","","","",3658
4648,"Hopewell High School","Huntersville","NC","2015-05-07 15:12:01","2015-05-07 15:12:01",2,"11530 Beatties Ford Rd.",0,"(980) 343-5988","(980) 343-5990",28078,"","","","","","","","",3565
5417,"St. Ann School","Charlotte","NC","2015-05-07 15:12:06","2015-05-07 15:12:06",1,"600 Hillside Ave.",0,"(704) 525-4938","(704) 525-2640",28209,"","","","","","","","",3408
4144,"Bishop McGuinness High School","Kernersville","NC","2015-05-07 15:11:58","2015-05-07 15:11:58",1,"1725 NC Hwy. 66 South",0,"(336) 564-1010","(336) 564-1060",27284,"","","","","","","",426,4277
4148,"Bladen Lakes Primary","Elizabethtown","NC","2015-05-07 15:11:58","2015-05-07 15:11:58",2,"9554 Johnsontown",0,"(910) 588-4606","",28337,"","","","","","","","",3396
4404,"East Chapel Hill High School","Chapel Hill","NC","2015-05-07 15:12:00","2015-05-07 15:12:00",2,"500 Weaver Dairy Rd.",0,"(919) 969-2482","(919) 969-2492",27514,"tdallen@chccs.k12.nc.us","","","","","NC",27514,"",3514
4666,"Idlewild Elementary","Charlotte","NC","2015-05-07 15:12:01","2015-05-07 15:12:01",2,"7101 Idlewild Rd.",0,"(980) 343-6411","(980) 343-6499",28212,"mary.demert@cms.k12.nc.us","Charlotte-Mecklenburg Bd. Of Ed.","PO Box 30035","","Charlotte","NC","28230-0035","",3057
4926,"Mocksville Elementary School","Mocksville","NC","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"295 Cemetery St.",0,"(336) 751-2740","(336) 757-4883",27028,"","Davie County Schools","220 Cherry St.","","Mocksville","NC",27028,"320-01",3320
4927,"Monroe Avenue Elementary","Hamlet","NC","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"400 Monroe Ave.",0,"(910) 582-7907","(910) 582-7913",28345,"","Richmond Co. Schools","PO Box 1259","","Hamlet","NC",28345,12155,3374
6209,"Northside Christian Academy","Charlotte","NC","2015-09-27 19:42:29","2015-09-27 19:42:29",2,"333 Jeremiah Blvd.",0,"704-596-4074 x2413","",28262,"melanie.moore@northsidecharlotte.com","Northside Christian Academy","333 Jeremiah Blvd.","","Charlotte","NC",28262,13936,""
4419,"Elizabeth Lane Elementary","Matthews","NC","2015-05-07 15:12:00","2015-05-07 15:12:00",2,"121 Elizabeth Lane",0,"(704) 343-5700","(704) 343-5704",28105,"marilynns.mickle@cms.k12.nc.us","Rosemary Gloege","Elizabeth Lane Elementary","121 Elizabeth Lane","Matthews","NC",28105,"",742
4935,"Mooresville Middle School","Mooresville","NC","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"160 South Magnolia St.",0,"(704) 663-3841","(704) 663-5101",28115,"","","","","","","","",3547
5714,"St. Michael","Cary","NC","2015-05-07 15:12:08","2015-05-07 15:12:08",1,"810 High House Rd.",0,"(919) 468-6150","(919) 468-6760",27513,"rgriffin@stmichaelcary.org","","","","","","","0809055",3949
5971,"Vinson Bynum Elementary School","Wilson","NC","2015-05-07 15:12:10","2015-05-07 15:12:10",2,"1601 Tarboro St.",0,"(252) 399-7981","(252) 399-7758",27896,"","","","","","","","",3686
4702,"Infant of Prague Catholic School","Jacksonville","NC","2015-05-07 15:12:02","2015-05-07 15:12:02",1,"501 Bourdeax St.",0,9104551300,"",28540,"hspring1955@gmail.com","Homer Spring","506 Ashley Pl","","Jacksonville","NC",28546,"",4973
4449,"Farmer Elementary School","Asheboro","NC","2015-05-07 15:12:00","2015-05-07 15:12:00",2,"3557 Grange Hall Rd.",0,"(336) 857-3400","(336) 857-3409",27205,"","","","","","","","",3573
4963,"Moyock Middle School","Moyock","NC","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"216 Survey Rd.",0,"(252) 435-2566","",27958,"","","","","","","","",3409
5220,"River Road Middle School","Elizabeth City","NC","2015-05-07 15:12:05","2015-05-07 15:12:05",2,"1701 River Road",0,"(252) 333-1454","(252) 331-1339",27909,"","","","","","","","",4171
5737,"St. Patrick Catholic School","Fayetteville","NC","2015-05-07 15:12:08","2015-05-07 15:12:08",1,"1620 Marlborough Rd",0,"910-323-1865","910-484-1573",28304,"slowe@stpatnc.org","","","","","","","",4728
5227,"Roanoke Rapids Graded School","Roanoke Rapids","NC","2015-05-07 15:12:05","2015-05-07 15:12:05",2,"536 Hamilton St.",0,"(252) 535-2115","(252) 535-5919",27870,"","Roanoke Rapids Graded SD","536 Hamilton St.","","Roanoke Rapids","NC","27870-9990",299,1959
5228,"Roanoke Rapids High School","Roanoke Rapids","NC","2015-05-07 15:12:05","2015-05-07 15:12:05",2,"800 Hamilton St.",0,"(252) 537-8563","(252) 537-3606",27870,"","Roanoke Rapids Graded SD","536 Hamilton St.","","Roanoke Rapids","NC","27870-9990",299,3566
5742,"St. Patrick School","Charlotte","NC","2015-05-07 15:12:08","2015-05-07 15:12:08",1,"1125 Buchanan St.",0,"(704) 333-3174","(704) 333-3178",28203,"MMMENZE@stpatrickschool.net","","","","","","","",2856
4733,"John Paul II Catholic High School","Greenville","NC","2015-05-07 15:12:02","2015-05-07 15:12:02",1,"3250 A Dickinson Avenue",0,"252-215-1224","980-225-0212",27834,"vdebellis@jp2highschool.com","Valerie DeBellis","214 Pineview Drive","","Greenville","NC",27834,"",4943
4225,"Cary Christian School","Cary","NC","2015-05-07 15:11:58","2015-05-07 15:11:58",2,"103 Trident",0,"(919) 303-2560","(919) 367-7558",27513,"mrezentes@gmail.com","","","","","","","",3922
5767,"St. Pius X","Greensboro","NC","2015-05-07 15:12:09","2015-05-07 15:12:09",1,"2200 North Elm St.",0,"(336) 273-9865","(336) 273-0199",27408,"","","","","","","","",3937
5012,"Northside Christian Academy","Charlotte","NC","2015-05-07 15:12:04","2015-05-07 15:12:04",2,"333 Jeremiah Blvd.",0,"(704) 596-4074","(704) 921-1384",28262,"melanie.moore@northsidecharlotte.com","Sheila Nelson","333 Jeremiah Blvd.","","Charlotte","NC",28262,"",8
4254,"Chaloner Middle School","Roanoke Rapids","NC","2015-05-07 15:11:59","2015-05-07 15:11:59",2,"2100 Virginia Ave.",0,"(252) 537-8540","(252) 537-9947",27870,"","Roanoke Rapids Graded SD","536 Hamilton St.","","Roanoke Rapids","NC","27870-9990",299,2870
4257,"Chapel Hill High School","Chapel Hill","NC","2015-05-07 15:11:59","2015-05-07 15:11:59",2,"1709 High School Rd.",0,"(919) 929-2106","(919) 929-2106",27516,"","","","","","","","",3587
6305,"Sacred Heart Catholic School","Salisbury","NC","2015-10-22 15:43:44","2015-10-22 15:43:44",1,"385 Lumen Christi Lane",0,"704-633-2841","704-633-3033",28147,"fcardelle@salisburycatholic.org","","","","","","","",""
6306,"Sacred Heart Catholic School","Salisbury","NC","2015-10-22 15:44:03","2015-10-22 15:44:03",1,"385 Lumen Christi Lane",0,"704-633-2841","704-633-3033",28147,"fcardelle@salisburycatholic.org","","","","","","","",""
4259,"Charles England Intermediate","Lexington","NC","2015-05-07 15:11:59","2015-05-07 15:11:59",2,"301 Smith Avenue",0,"(336) 242-1552","(336) 242-1252",27292,"","","","","","","","",3014
4262,"Charles H. Tuttle Middle School","Maiden","NC","2015-05-07 15:11:59","2015-05-07 15:11:59",2,"2872 Water Plant Rd.",0,"(828) 428-3080","(828) 428-0675",28650,"","Catawba Co. Schools","PO Box 1010","","Newton","NC",28658,3081,2102
4265,"Charlotte Catholic High School","Charlotte","NC","2015-05-07 15:11:59","2015-05-07 15:11:59",1,"7702 Pineville Matthews Rd.",0,"(704) 543-1127","(704) 543-1217",28226,"","","","","","","","20-5818",3799
4531,"Grove Park Elementary School","Burlington","NC","2015-05-07 15:12:00","2015-05-07 15:12:00",2,"141 Trail 1",0,"(336) 570-6115","(330) 570-6205",27215,"","Alamance-Burlington School System","1712 Vaughn Rd.","","Burlington","NC",27217,52219,3567
5814,"St. Thomas More Catholic School","Chapel Hill","NC","2015-05-07 15:12:09","2015-05-07 15:12:09",1,"920 Carmichael",0,"919-929-1546","",27514,"ablum@st-thomasmore.org","St.Thomas More Catholic Schoo","920 Carmichael St","","Chapel Hill","NC",27514,"Attn: Cynthia Nousak",4908
5048,"Ogden Elementary School","Wilmington","NC","2015-05-07 15:12:04","2015-05-07 15:12:04",2,"3637 Middle Sound Rd.",0,"(910) 686-6461","(910) 686-2096",28411,"","","","","","","","",3419
4814,"Lilesville Elementary School","Lilesville","NC","2015-05-07 15:12:02","2015-05-07 15:12:02",2,"121 Camden St.",0,"(704) 848-4975","",28091,"","","","","","","","",3367
5331,"Shady Grove Elementary School","Advance","NC","2015-05-07 15:12:06","2015-05-07 15:12:06",2,"3179 Cornatzer Rd.",0,"(336) 998-4719","(336) 998-7024",27006,"","Davie Co. Bd. Of Ed.","220 Cherry St.","","Mocksville","NC",27028,818,2972
5333,"Sharon Elementary School","Statesville","NC","2015-05-07 15:12:06","2015-05-07 15:12:06",2,"880 Sharon School Rd",0,"(704) 872-3401","(704) 924-9963",28625,"","","","","","","","",4119
5845,"St.Thomas More Elementary School","Chapel Hill","NC","2015-05-07 15:12:09","2015-05-07 15:12:09",1,"920 Carmichael St",0,"919 929 1546","919 929 1783",27514,"jsullivan@st-thomasmore.org","","","","","","","",4899
5853,"Stokesdale Elementary","Stokesdale","NC","2015-05-07 15:12:09","2015-05-07 15:12:09",2,"8025 US Hwy. 158",0,"(336) 643-8420","(336) 753-8425",27357,"","","","","","","","",2639
4840,"Lyle Creek Elementary","Conover","NC","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"1845 Edgewater Dr.",0,"(828) 464-0299","(828) 464-3397",28613,"reeserp@charter.net","Catawba Co. Schools","PO Box 1010","","Newton","NC",28658,"",2868
6124,"St. Thomas More Catholic","Chapel Hill ","NC","2015-08-21 15:43:33","2015-08-24 17:45:46",1,"920 Carmichael St",0,"919 929 1546","",27514,"cnousak@stmcsnc.org","St. Thomas More","attn: Cynthia Nousak","","920 Carmichael St","Chapel Hill","NC",27515,"1516LS"
6128,"Infant of Prague Catholic School","Jacksonville","NC","2015-08-25 02:20:00","2015-08-25 02:20:00",1,"501 Bourdeax St.",0,9104551300,"",28540,"friars1@ec.rr.com","Alicia Brindel","501 Bourdeax St.","","Jacksonville","NC",28540,2202,""
4849,"Maiden Middle School","Maiden","NC","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"518 N. C Avenue",0,"(828) 428-2326","(828) 428-5389",28650,"blaire_miller@catawbaschools.net","","","","","","","",3982
4095,"Ashley Chapel School","Rockingham","NC","2015-05-07 15:11:57","2015-05-07 15:11:57",2,"377 Mizpah Rd.",0,"(910) 887-9797","(910) 887-8170",28379,"","Richmond County Schools","PO Box 1259 522 W. Hamlet Ave.","","Hamlet","NC",28345,16322,4146
4901,"Meadow Lark Elementary","Great Falls","MT","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"2204 Fox Farm Rd.",0,"(406) 268-7300","(406) 268-7304",59404,"lindsey_johnson@gfps.k12.mt.us","Great Falls PS","PO Box 2429","","Great Falls","MT","59403-2429","",3369
5954,"Valley View Elementary School","Great Falls","MT","2015-05-07 15:12:10","2015-05-07 15:12:10",2,"900 Ave. A Northwest",0,"(406) 268-7145","(406) 268-7148",59404,"","Great Falls PS","1100 4th Street S","","Great Falls","MT",59405,72039,3690
4962,"Mountain View School","Great Falls","MT","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"3420 15th Ave. South",0,"(406) 791-2302","(406) 791-2261",59405,"kathy_hayes@cfps.k12.mt.us","Great Falls PS","PO Box 2429","","Great Falls","MT","59403-2429",118696,1905
5226,"Riverview Elementary School","Great Falls","MT","2015-05-07 15:12:05","2015-05-07 15:12:05",2,"100 Smelter Ave.",0,"(406) 268-7015","(406) 268-6090",59404,"","","","","","","","",2665
4715,"Jefferson High School","Boulder","MT","2015-05-07 15:12:02","2015-05-07 15:12:02",2,"312 South Main",0,"(406) 225-3317","(406) 225-3289",59632,"","Jefferson HSD#1","PO Box 176","","Boulder","MT",59632,"008465",3264
4477,"Frenchtown Junior High School","Frenchtown","MT","2015-05-07 15:12:00","2015-05-07 15:12:00",2,"16495 Main St.",0,"(406) 626-2650","(406) 626-4571",59834,"","Frenchtown School District 40","PO Box 117","","Frenchtown","MT",59834,3549,1084
6022,"Whittier Elementary","Great Falls","MT","2015-05-07 15:12:11","2015-05-07 15:12:11",2,"305 8th Street North",0,"(406) 268-7230","(406) 268-7243",59401,"","Great Falls PS","PO Box 2429","","Great Falls","MT","59403-2429",126451,3918
4519,"Great Falls ECS","Great Falls","MT","2015-05-07 15:12:00","2015-05-07 15:12:00",2,"4040 Central Ave.",0,"(406) 268-6474","(406) 268-6767",59405,"","Great Falls PS","PO Box 2429","","Great Falls","MT","59403-2429",71582,4169
4798,"Laurel Elementary School","Laurel","MT","2015-05-07 15:12:02","2015-05-07 15:12:02",2,"502 8th Avenue N.",0,"(406) 628-6914","",59041,"","Laurel PS","410 Colorado Ave.","","Laurel","MT",59044,500092,3717
4816,"Lincoln Elementary","Great Falls","MT","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"624 27th St. S",0,"(406) 268-6800","(406) 268-6819",59405,"","Great Falls PS","PO Box 2429","","Great Falls","MT","59403-2429",1631,3462
4567,"Hellgate Elementary","Missoula","MT","2015-05-07 15:12:01","2015-05-07 15:12:01",2,"2385 Flynn Lane",0,"(406) 549-6109","(406) 728-5636",59802,"davidb@hawk.hellgate.k12.mt.us","Hellgate Elem. SD No. 4","2385 Flynn Lane","","Missoula","MT",59808,"",1742
4836,"Loy Elementary","Great Falls","MT","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"501 57th St. N.",0,"(406) 268-6885","(406) 268-6887",59404,"","Great Falls PS","PO Box 2429","","Great Falls","MT","59403-2429",133119,3274
5407,"St. Alphonsus","Ocean Springs","MS","2015-05-07 15:12:06","2015-05-07 15:12:06",1,"504 Jackson Ave.",0,"(228) 875-5329","(228) 875-3584",39564,"","","","","","","","",2772
4409,"East Marion Elementary","Columbia","MS","2015-05-07 15:12:00","2015-05-07 15:12:00",2,"527 East Marion School Rd.",0,"(601) 731-1498","(601) 731-2037",39429,"","Marion CSD","600 Broad St.","","Columbia","MS",39429,23998,4060
5777,"St. Richard","Jackson","MS","2015-05-07 15:12:09","2015-05-07 15:12:09",1,"100 Holly Dr.",0,"(601) 366-1157","(601) 366-2344",39206,"","","","","","","","",2824
5015,"Northwest Rankin High School","Flowood","MS","2015-05-07 15:12:04","2015-05-07 15:12:04",2,"5805 Highway 25",0,"(601) 992-9865","(601) 992-6005",39232,"jwilson@rcsd.ms","Northwest Rankin High School","5805 Highway 25","","Flowood","MS",39232,"G 2408",2386
4335,"Copia Academy","Gallman","MS","2015-05-07 15:11:59","2015-05-07 15:11:59",2,"PO Box 125 1144 E. Gallman Rd.",0,"(601) 892-3770","(601) 892-6222",39077,"","","","","","","",4232,3945
5376,"Spoede Elementary","St. Louis","MO","2015-05-07 15:12:06","2015-05-07 15:12:06",2,"425 North Spoede Road",0,"314-432-4438","",63144,"tmaclean@ladue.k12.mo.us","Cindy Marlow","425 North Spoede Road","","St. Louis","MO",63141,"9-11-1116-6381-6-00",4429
5377,"Spoede Elementary School","St Louis","MO","2015-05-07 15:12:06","2015-05-07 15:12:06",2,"425 N. Spoede rd",0,"314-432-4438","314-432-6098",63141,"hguthrie@ladue.k12.mo.us","","","","","","",92185,4461
5378,"Spoede School","Creve Coeur","MO","2015-05-07 15:12:06","2015-05-07 15:12:06",2,"425 N. Spoede Rd.",0,"(314) 432-4438","(314) 432-6098",63141,"","SD of the City of Ladue","9703 Conway Rd.","","St. Louis","MO",63124,1196,2172
6149,"St. Teresa's Academy","Kansas City","MO","2015-09-10 18:45:14","2015-09-10 18:56:35",1,"5600 Main St.",0,"8165010011 ext. 311",8165230232,64113,"awhite@stteresasacademy.org","Ashley White","5600 Main St.","","Kansas City","MO",64113,15142,""
4358,"Cross Keys Middle School","Florissant","MO","2015-05-07 15:11:59","2015-05-07 15:11:59",2,"14205 Cougar Dr.",0,"(314) 506-9700","(314) 506-9701",63033,"","","","","","","","",3423
4616,"Holy Infant","Ballwin","MO","2015-05-07 15:12:01","2015-09-23 19:45:48",1,"248 New Ballwin",0,"(314) 227-0802","(636) 227-9184",63021,"kelsey.mertens@holyinfantschool.org","Holy Infant School","248 New Ballwin Road","","Ballwin","MO",63021,"",314
5641,"St. Joseph's Academy","St. Louis","MO","2015-05-07 15:12:08","2015-05-07 15:12:08",1,"2307 S. Lindbergh Blvd.",0,"(314) 965-7205","(314) 965-9114","63131-3596","","","","","","","",2199,4034
4367,"De Smet Jesuit High School","St. Louis","MO","2015-05-07 15:11:59","2015-05-07 15:11:59",1,"233 N. New Ballas Rd.",0,"(314) 567-3500","(314) 567-1510",63141,"fhawkey@tetranet.com","De Smet Jesuit","233 N. New Ballas Rd.","","St. Louis","MO",63141,"",408
5140,"Parkway West Middle School","Chesterfield","MO","2015-05-07 15:12:04","2015-05-07 15:12:04",2,"2312 Baxter Rd.",0,"(314) 415-7410","(314) 415-7434",63017,"","Parkway SD","455 North Woods Mill Rd.","","Chesterfield","MO",63017,430009107,2143
5396,"St. Agnes","Springfield","MO","2015-05-07 15:12:06","2015-05-07 15:12:06",1,"531 S. Jefferson Ave.",0,"417-866-5038","",65806,"kbade@scspk12.org","","","","","","","",4950
5401,"St. Agnes School","Springfield","MO","2015-05-07 15:12:06","2015-05-07 15:12:06",2,"531 S. Jefferson St.",0,"(417) 866-5038","(417) 866-2906",65807,"","","","","","","","",3862
4890,"McAuley Catholic High School","Joplin","MO","2015-05-07 15:12:03","2015-05-07 15:12:03",1,"930 S. Pearl Ave",0,"417-624-9320","417-626-8334",64801,"pkamler@jacss.org","McAuley High School","atten:  Paula Kamler",4921,"930 S. Pearl Ave.","Joplin","MO",64801,"MCA102912"
4895,"McKelvey School","Maryland Heights","MO","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"1751 McKelvey Rd.",0,"(314) 415-6500","(314) 415-6512",63043,"","","","","","","","",3117
5409,"St. Alphonsus School","Silex","MO","2015-05-07 15:12:06","2015-05-07 15:12:06",1,"25 St. Alphonsus Road",0,"573-384-5305","573-384-6190",63377,"lewelch@windstream.net","St. Alphonsus School","25 St. Alphonsus Road","","Silex","MO",63377,"",4697
5929,"Twin Rivers High School","Broseley","MO","2015-05-07 15:12:10","2015-05-07 15:12:10",2,"Highway 51 PO Box 146",0,"(573) 328-4730","(573) 328-1511",63932,"","Bd of Ed. Twin Rivers B-10 Schools","PO Box 146 Hwy 51","","Broseley","MO",63932,4042,3524
5166,"Pond Elementary","Grover","MO","2015-05-07 15:12:04","2015-05-07 15:12:04",2,"17200 Manchester Rd.",0,"(314) 458-7264","(314) 458-7271",63040,"schumachermark@rockwood.k12.mo.us","Rockwood SD","111 East North St.","","Eureka","MO","63025-1229",794402,1323
5950,"Uthoff Valley Elementary","Fenton","MO","2015-05-07 15:12:10","2015-05-07 15:12:10",2,"1600 Uthoff Dr.",0,"(314) 305-2717","(314) 305-2721",63026,"uvt11@rockwood.k12.mo.us","","","","","","","PTO",1114
4672,"Immaculate Conception Catholic School","Dardenne Prairie","MO","2015-05-07 15:12:01","2015-05-07 15:12:01",1,"2089 Hanley Rd.",0,"(636) 561-4450","(636) 625-9020",63366,"kim.whitt@icdschool.org","","","","","","","",3577
4673,"Immaculate Conception Elementary","Springfield","MO","2015-05-07 15:12:01","2015-05-07 15:12:01",1,"3555 S. Fremont Ave.",0,"(417) 881-7000","(417) 881-7087",65804,"mhennessy@scspk12.org","","","","","","","",932
5188,"Queen of All Saints School","St. Louis","MO","2015-05-07 15:12:05","2015-05-07 15:12:05",1,"6611 Christopher Dr.",0,"(314) 846-0506","(314) 846-4939",63129,"","","","","","","","",3889
4169,"Bois D' Arc Elementary","Bois D' Arc","MO","2015-05-07 15:11:58","2015-05-07 15:11:58",2,"10315 W. State Hwy T",0,"417 742-2203","",65612,"atombleson@ashgrove.k12.mo.us","","","","","","","",4835
5965,"Villa Duchesne","St. Louis","MO","2015-05-07 15:12:10","2015-05-07 15:12:10",1,"801 S. Spoede",0,"(314) 432-2021","(314) 432-0199",63131,"","","","","","","","",3711
4688,"Incarnate Word Academy","Saint Louis","MO","2015-05-07 15:12:02","2015-05-07 15:12:02",1,"2788 Normandy Dr",0,3147255850,3147252308,"63121-4705","kkut@iwacademy.org","Amy Shupe","2788 Normandy Dr","","Saint Louis","MO","63121-4705","",4853
5476,"St. Cecilia","St. Louis","MO","2015-05-07 15:12:07","2015-05-07 15:12:07",1,"906 Eichelberger",0,"(314) 353-2455","","63111-1603","","","","","","","","",4177
4712,"Jefferson C-123","Conception Jct.","MO","2015-05-07 15:12:02","2015-05-07 15:12:02",2,"37614 US Hwy 136",0,"(660) 944-2316","(660) 944-2315",64434,"","Jefferson C-123 Schools","37614 US Hwy. 136","","Conception Jct.","MO",64434,"EL-07-023",3461
4471,"Franklin Elementary","Liberty","MO","2015-05-07 15:12:00","2015-05-07 15:12:00",2,"201 W. Mill St.",0,"(816) 415-5440","",64068,"","Liberty PSD #53","650 Conistor","","Liberty","MO",64068,"54368-04",3392
6010,"Westminster Christian Academy","St. Louis","MO","2015-05-07 15:12:10","2015-05-07 15:12:10",2,"10900 Ladue Rd.",0,"(314) 997-2900","(314) 997-2903",63141,"","","","","","","","",3890
4989,"Nixa High School","Nixa","MO","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"205 North St.",0,"(417) 724-3628","(417) 724-3515",65714,"sarahgarrison@nixaschools.net","Nixa R-2 Public School","205 North St.","","Nixa","MO","65714-9434","",116
4990,"Nixa High School","Nixa","MO","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"205 North St.",0,"417-724-3501","",65714,"sarahgarrison@nixaschools.net","","","","","","","",4634
4735,"John Thomas Elementary","Nixa","MO","2015-05-07 15:12:02","2015-05-07 15:12:02",2,"312 North Market",0,"(417) 875-5600","(417) 725-7424",65714,"","Nixa R-2 Schools","205 North St.","","Nixa","MO",65714,1109,3794
4991,"Nixa Junior High School","Nixa","MO","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"205 North St.",0,"(417) 724-3628","",65714,"","Nixa R-2 Schools","205 North St.","","Nixa","MO",65714,"",3629
5762,"St. Peter's School","Kansas City","MO","2015-05-07 15:12:09","2015-05-07 15:12:09",1,"6400 Charlotte",0,"816-523-4899","816-523-1248",64131,"dstarnes@stpeterskc.org","Angie Meyer","6400 Charlotte","","Kansas City","MO",64131,1260,4636
