school_id,school_name,league_id,school_contact,school_phone,school_fax,school_email,billing_name,old_school_id
5174,Powell Middle School,2,0,(352) 797-7095,(352) 797-7195,,School Bd. Of Hernando Co.,4039
5175,Prairie Central Upper Elementary,2,0,(815) 657-8238,(815) 657-8821,,Prairie Central CUSD #8,3975
5176,Prairie Ridge High School,2,0,(815) 479-0404,(815) 459-8993,,,4257
5177,Presentation of Mary Academy,1,0,(978) 682-9391,(978) 975-3595,,,221
5178,Presidents Elementary,2,0,(360) 435-5528,,,,3463
5179,Prince of Peace Catholic,1,0,972-380-5505,972-380-2570,lhayden@popplano.org,,4875
5180,Prince of Peace Catholic School,1,0,(864) 331-3911,(864) 331-2153,,,4259
5181,Proctor School,2,0,(510) 537-0630,(510) 537-6752,,,3426
5182,Prospect Heights High School,2,0,(718) 636-5800,(718) 789-7279,,,3874
5183,Providence Christian Academy,2,0,(770) 279-7200,(770) 279-8258,,,3638
5184,Providence High School,1,0,(818) 846-8141,(818) 843-8421,Josefina.Castillo@providencehigh.org,David.Rufus,3927
5185,PS334 Anderson School,2,0,212-595-7193,,tracyejacobs@gmail.com,,4680
5186,Purple Sage Elementary School,2,0,(208) 455-1148,(208) 459-2416,,,4144
5187,Quail Run Elementary,2,0,(520) 579-4700,,,,3816
5188,Queen of All Saints School,1,0,(314) 846-0506,(314) 846-4939,,,3889
5189,Queen of Apostles,1,0,(703) 354-0714,,e.bischoff@queenofapostlesschool.org,Eric Bischoff,4971
5190,Queen of Heaven,1,0,505-881--2484,,freedomstar101@hotmail.com,,4772
5191,Queen of Heaven School,1,0,(716) 674-5206,(716) 674-2793,anicastro@qofhschool.org,,2689
5192,Queen of Martyrs,1,0,708-422-1540,,mkrsekqm@gmail.com,,4763
5193,Queen of Martyrs School,1,0,(708) 422-1540,(708) 422-1811,,,3741
5194,Queen of Peace,1,0,503-348-9386,,nicki@qpsalem.org,,4809
5195,Queen of Peace,1,0,(708) 458-7600,(708) 458-5734,,,4130
5196,Queen of the Rosary,1,0,(847) 437-3322,(847) 437-8961,jnecek@qrcougars.org,,1350
5197,Quiet Waters Elementary,2,0,(754) 322-8100,(754) 322-8140,,,3622
5198,R-C-S Sr. High School,2,0,(518) 756-5200,(518) 756-3534,,R-C-S,3572
5199,R.B. Wright,2,0,(229) 890-6186,(229) 890-6107,,,3460
5200,Rabun Gap Nacoochee School,2,0,(706) 746-7467,(706) 746-2145,,,4207
5201,Randolph School,2,0,(256) 799-6100,(256) 881-1784,l,Randolph School,1743
5202,Razi School,2,0,(718) 779-0711,(718) 779-0103,,,3579
5203,Red Bank Catholic High School,1,0,732-483-1828,,ommarymolitor@netzero.net,,4915
5204,Red Cross Elementary,2,0,(270) 659-2400,(270) 659-0052,,,3882
5205,Red Mesa Elementary/Jr. High School,2,0,(928) 656-4100,(928) 656-4106,,Red Mesa USD #27,3282
5206,Red Mesa High School,2,0,(978) 656-4186,(978) 656-4178,,,4127
5207,Redemptorist Catholic School,1,0,337-783-4466,337-788-0961,nreed@redemptorist-catholic.org,,4724
5208,Redemptorist High School,1,0,(225) 357-0936,(225) 357-4555,,,3373
5209,Reeder Elementary School,2,0,(402) 894-6420,(402) 894-6440,,,4052
5210,Regis High School,1,0,715-830-2271,715-830-5461,sgarcia@case.k12.wi.us,,4596
5211,Regis Jesuit High School Girls Division,1,0,303-269-8100,303-221-4772,ksheehan@regisjesuit.com,Peter Reiser,4456
5212,Rejoice Christian School,2,0,(918) 272-7235,(918) 516-0062,,,4202
5213,Remsenburg-Speonk Elementary,2,0,(631) 325-0203,(631) 325-8439,albert@rsufsd.org,Remsenburg-Speonk UFSD,4211
5214,Resurrection Catholic School,1,0,856-667-3034,,swhitehead3@yahoo.com,,4738
5215,Resurrection School,1,0,(408) 245-4571,(408) 733-7301,,,3270
5216,Rev. George Brown Memorial School,1,0,(973) 729-9174,(973) 729-0318,rbs@planet.net,,331
5217,Reynoldsburg High School,2,0,(614) 866-6397,,astewart@reyn.org,Reynoldsburg City Schools,4190
5218,River City High School,2,0,(916) 375-7800,(916) 375-7809,,Washington USD,3490
5219,River High School,2,0,Principal,(740) 483-1358,43931,,171304
5220,River Road Middle School,2,0,(252) 333-1454,(252) 331-1339,,,4171
5221,River Springs Elementary,2,0,(803) 732-8147,(803) 732-8158,pmoses@lex5.k12.sc.us,,1660
5222,Riverglades Elementary,2,0,(754) 322-8200,(754) 322-8240,natale.stevic@browardschools.com,Riverglades Elementary,3479
5223,Riverside Elementary,2,0,(262) 255-8484,(262) 255-8393,,SD of Menomonee Falls,2083
5224,Riverside Intermediate School,2,0,(574) 936-3787,(574) 936-8475,,,4166
5225,Riversprings Middle School,2,0,(850) 926-2300,(850) 926-2111,,Wakulla CSB,4238
5226,Riverview Elementary School,2,0,(406) 268-7015,(406) 268-6090,,,2665
5227,Roanoke Rapids Graded School,2,0,(252) 535-2115,(252) 535-5919,,Roanoke Rapids Graded SD,1959
5228,Roanoke Rapids High School,2,0,(252) 537-8563,(252) 537-3606,,Roanoke Rapids Graded SD,3566
5229,Robert Toombs Christian Academy,2,0,(912) 526-8938,(912) 526-0571,,,3722
5230,Rock Solid High School,2,0,(303) 797-1005,(303) 797-1103,,,3698
5231,Rock Springs Elementary,2,0,(423) 354-1380,(428) 354-1389,,,3837
5232,Rockbridge County High School,2,0,(504) 463-5555,(540) 463-6152,lollis@rockbridge.net,Rockbridge Co. Schools,100
5233,Roger B. Chaffee Elementary,2,0,(256) 428-7040,(256) 428-7047,,,4151
5234,Rolling Meadows High School,2,0,(847) 718-5725,(847) 718-5617,dnestor@dist214.k12.il.us,,1328
5235,Rolling Prairie Elementary,2,0,(219) 778-2018,(219) 778-4911,,,3149
5236,Roncalli High School,1,0,(317) 787-8277,(317) 788-4095,cphillips@roncalli.org,,3357
5239,Rondout Valley Intermediate,2,0,(914) 687-2404,(914) 687-8980,zkatz@rondout.k12.ny.us,Rondout Valley Central Schools,1455
5240,Roosevelt High School,2,0,(605) 366-2860,(605) 362-2883,,Sioux Falls SD 49-5,4065
5241,Roosevelt School,2,0,914-762-2682,,jaymicki@verizon.net,Ossining USFD,4911
5242,Roosevelt School,2,0,(201) 261-1546,(201) 261-0798,ndubois@yahoo.com,Bd. Of Ed.,1924
5243,Rosary High School,1,0,(714) 879-6302,(714) 879-6302,,,3767
5244,Rosebud Elementary,2,0,678-639-3800,678-639-3804,sharon_brown@gwinnett.k12.ga.us,Marta Richardson,4655
5245,Rosebud Elementary,2,0,678-639-3800,,sharon_brown@gwinnett.k12.ga.us,Marta Richardson,4621
5246,Roslyn Elementary,2,0,(215) 884-3369,(215) 884-2386,carmtc@abington.k12.pa.us,Abington SD,3178
5247,Roy B. Kelley Elementary School,2,0,(716) 478-4670,(716) 478-4685,,Lockport CSD,3506
5248,RS Payne Elementary,2,0,(434) 522-3762,(434) 522-3791,,,4046
5249,Rucker-Stewart Middle School,2,0,(615) 452-1734,,,,3410
5250,Rushville Middle School,2,0,(740) 536-7321,(740) 536-9206,,Fairfield Union Local Sch. Dist.,2234
5251,Russell O'Brockman Middle School,2,0,(609) 698-5880,(609) 698-7965,,Barnegat Twnshp. Schools,3603
5252,Rutherford Elementary,2,0,(651) 351-6459,(651) 351-6495,,Stillwater AS ISD #834,3330
5253,Rydal Elementary,2,0,(215) 884-1308,(215) 884-8955,morglm@abington.k12.pa.us,Abington SD,3175
5254,S.F. Austin High School,2,0,(512) 841-1992,(512) 474-7935,,,3467
5255,Sacred Heart,1,0,(330) 343-1721,,,,3393
5256,Sacred Heart,1,0,636-528-6684,,mliszewski@sacredhearttroy.org,,4858
5257,Sacred Heart,1,0,313-561-9192,,lstanlee@wowway.com,Melissa Lambrecht,4865
5258,Sacred Heart,1,0,(320) 251-2854,(320) 251-0705,,,3089
5259,Sacred Heart,1,0,(636) 528-6684,,,,3611
5260,Sacred Heart,1,0,541-772-4105,,srlevesque@shcs.org,Sacred Heart School,4819
5261,Sacred Heart Academy,1,0,989-773-9530,989-772-9056,mreinke@sha.net,,4722
5262,Sacred Heart Academy,1,0,516-483-7383,516-483-1016,computer@sacredheartacademyhempstead.org,,4703
5263,Sacred Heart Community School,1,0,306-694-1622,306-694-4883,derek.hassen@htcsd.ca,Sacred Heart Community School,4427
5264,Sacred Heart Elementary,1,0,781-585-2114,,kstoloski@sacredheartkingston.com,kim stoloski,5009
5265,Sacred Heart High School,1,0,(785) 827-4422,(785) 827-8648,,,3695
5266,Sacred Heart Jr/Sr High School,1,0,785-827-4422,,jglenn@sacredheartknights.org,Sacred Heart Jr/Sr High School,4753
5267,Sacred Heart Parish School,1,0,(330) 334-6272,(330) 334-3236,,,3527
5268,Sacred Heart School,1,0,781-585-7511,781-585-1249,mkeough@sacredheartkingston.com,Sacred Heart School,4744
5269,Sacred Heart School,1,0,781-585-7511,781-585-12499,mkeough@sacredheartkingston.com,,4765
5270,Sacred Heart School,1,0,781-585-7511,,mkeough@sacredheartkingston.com,,4827
5271,Sacred Heart School,1,0,610-446-9198,610-446-4861,mb@sh-school.org,,4877
5272,Sacred Heart School,1,0,(641) 732-5221,(641) 732-5221,,,3253
5273,Sacred Heart School,2,0,850-436-6440,850-436-6444,jkiger@shcs.ptdiocese.org,Sacred Heart School,None
5274,Sacred Heart School,1,0,478-923-9668,,serwin@shswr.org,Becky Quinn,4832
5275,Sacred Heart School,1,0,(718) 442-0347,(718) 442-5978,,,3914
5276,Sacred Heart School Ozora,1,0,(573) 543-2997,,akeenabvm@brick.net,,3900
5277,Saddle River Day School,2,0,201-327-4050,201-327-6161,dangrick@saddleriverday.org,Deirdre Flannery,4668
5278,Saint Alexis School,1,0,724-935-3940,,sross@stalexis.org,Sandy Ross,4855
5279,Saint Anthony Catholic School,1,0,(671) 647-1140,(671) 649-7130,jpcatahay@gmail.com,Mrs. Josephine P. Catahay,3243
5280,Saint Benedict School,1,0,(814) 344-6512,(814) 344-8530,,,4071
5281,Saint Elizabeth,1,0,(231) 932-4810,(231) 932-4814,,Grand Traverse Area Catholic Schools,3761
5282,Saint Frances Cabrini,1,0,(408) 377-6545,(408) 377-8491,,,3552
5283,Saint Francis de Sales,1,0,330-644-0638,,dsalamon5@gmail.com,Mrs. Sherry Parrish,4691
5284,Saint George's School,2,0,(509) 466-1636,(509) 467-3258,shane.kangas@sgs.org,Shane Kangas,441
5285,Saint Hilary School,1,0,(415) 435-2224,(415) 435-5895,,,3652
5286,Saint John's Preparatory School,1,0,320.363.3315,,tgrandy@sjprep.net,Thomas Grandy,4721
5287,Saint Joseph School,1,0,330-928-2151,330-928-3139,rzaucha@saintjoe.org,Cuyahoga Falls CSD,4928
5288,Saint Mary's College High School,1,0,(510) 526-9242,(510) 559-6277,,,4094
5289,Saint Patrick School,1,0,608-847-5844,608-847-4103,stptofficelady@yahoo.com,Saint Patrick School,4468
5290,Saint Peter Cathedral School,1,0,(302) 656-5234,,,,3931
5291,Saint Rose,1,0,615-898-0555,,cmasek@saintrose.org,Jackie Miller,4603
5292,Saint Theresa,1,0,(602) 840-0010,(602) 840-8323,,,1479
5293,Saints Cosmas and Damian,1,0,(330) 425-4279,(330) 405-2547,,,3353
5294,Saints Peter and Paul,1,0,(847) 639-3041,(847) 639-5329,,,376
5295,Saints Peter and Paul School,1,0,630-355-0113,630-355-9803,jsaul@sspeterandpaulschool.com,Jackie Saul,4997
5296,Saints Peter and Paul School,1,0,630-355-0113,630-355-9803,jsaul@sspeterandpaulschool.com,Jackie Saul,4977
5297,Saints Peter and Paul School,1,0,630-355-0113,630-355-9803,jsaul@sspeterandpaulschool.com,Jackie Saul,4823
5298,Saints Peter and Paul School,1,0,630-355-0113,,saulsspp@yahool.com,Ss. Peter and Paul School,4323
5299,Saints Peter,2015,1215,Barry Bayerl,(320) 251-5295,56303,sppmphyed@charterinternet.com,
5300,Saints Simon and Jude,1,0,610-696-5249,,adavis@simonandjude.org,Sr Jeannine Norton,4687
5301,Saints Simon and Jude,1,0,610-696-5249,,mrsdavissimonandjude@gmail.com,,4690
5302,Salem Lutheran School,2,0,(281) 351-8223,(281) 290-1240,,,4160
5303,Saluda Elementary School,2,0,(864) 445-2564,(864) 445-8833,,Saluda CSD One,4000
5304,Sam Houston Elementary School,2,0,(979) 209-1360,(979) 209-1364,,Bryan ISD,3548
5305,San Joaquin Memorial High School,1,0,5592689251,5592681351,soneill@sjmhs.org,San Joaquin Memorial,4879
5306,San Jose Elementary,2,0,(904) 739-5260,(904) 739-5327,,,3791
5307,San Juan Diego Catholic High School,1,0,5128041935,,mspeer@sjdchs.org,Rozella Hernandez,4797
5308,San Miguel School,2015,7705,NW,David Palank,,20012,DC
5309,San Xavier Mission School,1,0,(520) 294-0628,,,,3660
5310,Santa Maria Del Popolo,1,0,(847) 949-2335,(847) 949-9721,,,3662
5311,Saville Middle School,2,0,(702) 799-3460,(702) 799-4511,,,4212
5312,Scecina Memorial High Schoo,2,0,(317) 536-6377,,rberg@mlsd.wednet.edu,Maureen Rowe,4599
5313,Schofield Middle School,2,0,803-641-2770,803-641-2529,jlong@aiken.k12.sc.us,Schofield Middle School,4547
5314,School of the Holy Child,1,0,,,,,4031
5315,School of the Madeleine,1,0,(619) 276-6545,(619) 276-5359,,,3854
5316,School of the Osage,2,0,(573) 348-0115,(573) 348-9774,,,3405
5317,Schurz High School,2,0,773-534-3420,,pkam2@hotmail.com,Peter Kamberis / Schurz High School,4569
5318,Schuylkill Valley Middle School,2,0,(610) 926-7111,(610) 926-6218,,Schuylkill Valley SD,2558
5319,Schwarzkoff Elementary,2,0,(586) 797-6300,(586) 797-6301,,,4128
5320,Scotland Elementary School,2,0,(203) 438-6563,(203) 431-2861,,,2159
5321,Sebring High School,2,0,(941) 471-5500,(941) 471-5507,compbelc@highlands.k12.fl.us,Carolyn Campbell,372
5322,Secaucus High School,2,0,(210) 974-2935,(201) 974-0026,aelassa@sboe.org,Secaucus Bd. Of Ed.,736
5323,Seminole High School,2,0,(405) 382-1415,(405) 382-1062,,Cindy Henderson/GT,98
5324,Semmes Middle School,2,0,251-221-2344,,brice@mcpss.com,,4918
5325,St. Junipero Serra Catholic School,1,0,949-888-1990 ,949-888-1994,bfranz@serraschool.org,Barbara Franz,4334
5326,Seton LaSalle High School,1,0,(412) 561-3583,(412) 651-9097,howellm@slshs.org,,2831
5327,Seven Hills Elementary,2,0,(817) 215-0700,(817) 215-0740,,,3452
5328,Seven Holy Founders,1,0,(314) 631-8149,(314) 631-8442,,,3769
5329,Sewickley Academy,2,0,(412) 741-2230,(412) 741-9066,tperdz@sewickley.org,,2272
5330,Shades Valley High School,2,0,(205) 379-5350,(205) 379-5395,,,4159
5331,Shady Grove Elementary School,2,0,(336) 998-4719,(336) 998-7024,,Davie Co. Bd. Of Ed.,2972
5332,Shady Lane Elementary,2,0,(262) 255-8480,(262) 255-8448,slcomm@execpc.com,Administration Office,1837
5333,Sharon Elementary School,2,0,(704) 872-3401,(704) 924-9963,,,4119
5334,Sherburne Elementary School,2,0,(802) 422-3366,(802) 422-3367,,,4106
5335,Shiloh Middle School,2,0,(440) 885-8485,(440) 885-8486,,Parma CSD,3632
5336,Shiloh Point,2,0,678-341-6481,,estevens@forsyth.k12.ga.us,Shiloh Point Elementary,4647
5337,Shiloh Point Elementary,2,0,678-341-6481 ext. 32,,estevens@forsyth.k12.ga.us,Elizabeth Stevens,4614
5338,Shorecrest High School,2,0,(206) 361-4286,(206) 361-4284,,Shoreline Sch.Dist. #412,436
5339,Shrine Catholic Grade School,1,0,(248) 541-4622,(248) 541-6969,carey@shrineschools.com,,3224
5340,Shrine Catholic High School,1,0,(248) 549-2925,(248) 549-2953,davidson@shrineschools.com,,3119
5341,Simmons Elementary School,2,0,(859) 873-4889,(859) 873-6914,,Woodford Co. Bd. Of Ed.,3214
5342,Simon school,2,0,8645617446,,klpidcock@gmail.com,,4969
5343,Skyline Elementary,2,0,(858) 794-3920,(858) 755-0438,,Slana Beach SD,3337
5344,Sleepy Hollow MS-HS,2,0,(914) 631-8838,(914) 332-6219,,Administrative Bldg.,113
5345,Smith Elementary,2,0,(623) 842-8230,(623) 842-8333,jspizarny@gesd40.org,Glendale Elementary SD,4194
5346,Smith Road Elementary,2,0,(734) 850-6000,,,,3471
5347,Smith-Cotton High School,2,0,(660) 826-1115,(660) 827-8959,Corbett@Sedalia.k12.mo.us,Sedalia SD #200,68
5348,Smithtown Christian School,2,0,(631) 265-3334,(631) 265-1079,wilsonc01@optonline.net,,3221
5349,Smithville Upper Elementary,2,0,(816) 532-4566,,,,3407
5350,Smyrna Middle School,2,0,(302) 653-8534,(302) 653-3424,,,4061
5351,Solomon-Schechter,2,0,(914) 948-8333,(914) 948-7979,,,3924
5352,Souder Elementary,2,0,,,,Everman ISD,3300
5353,South Boston Catholic Academy,1,0,617-268-2326,617-268-7269,d.moriarty@sbcatholicacademy.org,Nancy Carr,4749
5354,South Canyon Elementary,2,0,(605) 394-4019,(605) 394-2574,,Rapid City AS,3359
5355,South Green Elementary,2,0,(270) 651-3806,(270) 651-8957,,Glasgow IS,3321
5356,South Hillsborough School,2,0,(650) 344-0303,(650) 548-9443,afrey@hcsd.k12.ca.us,Hillsborough SD,4198
5357,South Jefferson Middle School,2,0,315-232-4531,315-232-4620,tpurvis@spartanpride.org,S. Jefferson Central School,4890
5358,South Livingston Elementary,2,0,(270) 928-3500,(270) 928-3530,,,4163
5359,South Pasadena High School,2,0,(626) 441-5820,(626) 441-5825,,,3618
5360,South Pasadena Middle School,2,0,(626) 441-5761,(626) 441-8074,dbuhler@spusd.net,,1216
5361,South San Francisco High School,2,0,650 877 8754,,levans@ssfusd.org,San Francisco USD,4284
5362,South Vigo,2,0,(812) 462-4252,(812) 562-4252,src@fgalileo.vigoco.k12.in.us,,405
5363,South Walton High School,2,0,(850) 267-0429,(850) 267-3641,,Walton Co. Bd. Of Ed.,3334
5364,Southeast Bulloch High School,2,0,(912) 842-2131,(912) 842-9411,,,3648
5365,Southeast Elementary,2,0,(260) 724-3118,(260) 724-3514,,,3447
5366,Southeast Polk Junior High,2,0,(515) 967-5509,(515) 967-1676,,,4114
5367,Southern Fulton School,2,0,(717) 294-3251,(717) 294-2207,,Southern Fulton SD,3449
5368,Southfield Christian School,2,0,(248) 357-3662,(248) 357-5271,,,1658
5369,Southwest High School,2,0,(920) 492-2650,(920) 492-5561,,,4072
5370,Southwest Middle School,2,0,(407) 952-5800,(407) 952-5819,raplewis@aol.com,Southwest MS #2122,832
5371,Southwick Elementary,2,0,(603) 286-3611,(603) 286-3526,,Winnisquam RSD,1936
5372,Spain Park High School,2,0,205-439-1400,205-439-1401,ssandlin@hoover.k12.al.us,Shawn Sandlin,4642
5373,Spain Park High School,2,0,205-439-1400,,ssandlin@hoover.k12.al.us,Spain Park High School,4649
5374,Spartanburg Day School,2,0,(864) 582-7539,(864) 948-0026,wickie.willard@sdsgriffin.org,Spartanburg Day School,3306
5375,Spiritus Sanctus Academy,2,0,(734) 414-8430,,kaykranz@hotmail.com,,4311
5376,Spoede Elementary,2,0,314-432-4438,,tmaclean@ladue.k12.mo.us,Cindy Marlow,4429
5377,Spoede Elementary School,2,0,314-432-4438,314-432-6098,hguthrie@ladue.k12.mo.us,,4461
5378,Spoede School,2,0,(314) 432-4438,(314) 432-6098,,SD of the City of Ladue,2172
5379,Spring Hill Christian Academy,2,0,(352) 683-8485,(352) 683-5087,,,3947
5380,Spring Lake Academy,2,0,(402) 734-1833,(402) 734-1715,,Omaha PS,3756
5381,Spring Road School,2,0,(920) 751-6975,(920) 751-6911,,,3339
5382,Springfield Twp. School,2,0,(609) 723-2479,(609) 723-6112,,Springfield Twp. Bd. Of Ed.,3911
5383,Spruce Creek Elementary,2,0,(904) 322-7500,(904) 322-7515,,SD of Volusia Co.,2166
5384,Ss. Peter and Paul,1,0,618-465-8711,,aleeds27@hotmail.com,Harry Cavanaugh,4708
5385,st francis xavier prep,2015,33,bob fougere,508 771 7200,2601,rdeburro@sfxp.org,
5386,St John the Baptist,1,0,3037768760,,amandaz@johnthebaptist.org,Amanda Zimmer,4942
5387,St John the Evangelist School,1,0,810 629-6551,,mfarella@stjohnfenton.com,Terri Dzido,4936
5388,St John Vianney High School,1,0,732-739-0800,,smith@sjvhs.com,Judith Smith,4898
5389,St Mary School,1,0,989-463-4579,989-463-8297,lseeley@saintmaryalma.com,Cynthia Austin,4736
5390,St Mary-Basha Catholic School,1,0,480-963-4951,480-963-8959,kathleenrwilton@yahoo.com,Mary Pacheco,4602
5391,St Patrick's School,1,0,914-234-7914,,cpader@stpatricksbedford.com,,4770
5392,St Vincent de Paul Parish School,1,0,304.242.5844,,bgrasser@stvincentschool.org,Barbie Porter,4926
5393,St,2015,240,Jeanne Rast,404-767-4312,30354,jrast@sjecs.net,
5394,St. Agatha Academy,1,0,(859) 744-6484,(859) 744-0268,,,3775
5395,St. Agatha School,1,0,617-696-3548,617-696-6288,rmclaughlin@stagathaparish.org,,4718
5396,St. Agnes,1,0,417-866-5038,,kbade@scspk12.org,,4950
5397,St. Agnes,1,0,(703) 525-4689,(703) 525-4689,MPWagner@tidalwave.net,,256
5398,St. Agnes,2,0,(651) 228-1161,,,,3610
5399,St. Agnes Catholic Grade School,1,0,(217) 793-1370,(217) 793-1238,,,3271
5400,St. Agnes School,1,0,(262) 781-4996,,ellingenj@archmil.org,,3627
5401,St. Agnes School,2,0,(417) 866-5038,(417) 866-2906,,,3862
5402,St. Agnes School,1,0,(708) 756-2333,(708) 709-2693,,,3935
5403,St. Albert Elementary School,1,0,712-323-3703,712-322-0399,gormank@saintalbertschools.org,,4713
5404,St. Albert the Great School,1,0,708-424-7757,708-636-6477,dmttfn@aol.com,,4478
5405,St. Aloysius,1,0,(225) 383-3871,(225) 383-4500,,,3308
5406,St. Aloysius Academy,1,0,(610) 525-1670,(610) 525-1670,staafaci@aol.com,,172
5407,St. Alphonsus,1,0,(228) 875-5329,(228) 875-3584,,,2772
5408,St. Alphonsus Parish School,1,0,206-782-4363,,mizschmutz@gmail.com,,4780
5409,St. Alphonsus School,1,0,573-384-5305,573-384-6190,lewelch@windstream.net,St. Alphonsus School,4697
5410,St. Alphonsus School,1,0,701-256-2354,,diane.reinhardt@hotmail.com,Diane Reinhardt,4439
5411,St. Anastasia School,1,0,(847) 623-8320,,,,3469
5412,St. Andrew Academy,1,0,(502) 935-4578,(502) 933-2204,,,4013
5413,St. Andrew School,1,0,(614) 451-1626,(614) 451-0272,nrk4@aol.com,,650
5414,St. Andrew the Apostle School,1,0,(703) 817-1774,(703) 817-1721,,,3031
5415,St. Ann Catholic School,1,0,5618323676,5618321791,principal@stannwpb.org,St. Ann Catholic School,4605
5416,St. Ann Catholic School,1,0,561-832-3676,561-532-1791,tnewkirk@stannwpb.org,,4775
5417,St. Ann School,1,0,(704) 525-4938,(704) 525-2640,,,3408
5418,St. Ann School,1,0,216-932-4177,216-932-7439,msedney@saintann.us,,4438
5419,St. Ann School,1,0,(561) 832-3676,(561) 832-1791,,,4004
5420,St. Ann's Academy,1,0,(202) 363-4460,,,,4219
5421,St. Ann's School,1,0,(914) 965-4333,(914) 965-1778,,,3075
5422,St. Ann's School,1,0,(432) 684-4563,,,,3830
5423,St. Anne,2,0,(949) 487-2663,(949) 487-2137,,,3456
5424,St. Anne Catholic School,1,0,(281) 351-0093,(281) 357-1905,,,3171
5425,St. Anne's--Belfield,2,0,(804) 296-2848,(804) 295-7370,,,239
5426,St. Anne-Pacelli Catholic School,1,0,706-561-8232,706-563-0211,emorgan@sasphs.net,St. Anne-Pacelli Catholic School,4901
5427,St. Anthony,1,0,(954) 467-7747,(954) 467-9908,stanthony@safari.net,,607
5429,St. Anthony Parish School,1,0,(503) 639-4179,(503) 620-5117,,,3958
5430,St. Anthony School,1,0,(845) 623-2311,(845) 623-0055,,,3678
5431,St. Anthony's High School,1,0,(631) 261-2020,,,,3875
5432,St. Augustin Catholic School,1,0,(515) 279-5947,(515) 279-8049,idaniels@dowling.pvt.k12.ia.us,,3831
5433,St. Augustine School,1,0,(586) 727-9365,,,,3630
5434,St. Austin Catholic School,1,0,512 477-3751,,rgriffin@staustinschool.org,Fred Valle,4983
5435,St. Austin Catholic School,1,0,(512) 477-3751,(512) 477-3079,dvdslater@aol.com,Jane Slater,3553
5436,St. Austin Catholic School,1,0,(512)477-3751,,rgriffin@staustinschool.org,,4815
5437,St. Austin Catholic School,1,0,(512)477-3751,,rgriffin@staustinschool.org,St. Austin Catholic School,4840
5438,St. Barbara,1,0,(714) 775-9477,(714) 775-9468,,,3621
5439,St. Barnabas,1,0,773-445-7711,,stbteacher208@yahoo.com,Lisa Sarcinella,4747
5440,St. Barnabas,1,0,(773) 445-7711,(773) 445-9815,,,4090
5441,St. Barnabas H. S.,2015,425,C. N. Colon,(718) 325-8800,10470,cncbronx@aol.com,
5442,St. Barnabas School,1,0,(330) 467-7921,(331) 468-1926,tvincent@barnabasohio.org,St. Barnabas School,725
5443,St. Bartholomew,1,0,(612) 473-6189,(952) 745-4598,bpeterson@st-barts.org,Berny Peterson,1404
5444,St. Bede The Venerable,1,0,773-884-2020,,lhodur@stbedechicago.org,,4907
5445,St. Bede the Venerable School,1,0,(215) 355-9691,(215) 355-9526,,,3530
5446,St. Benedict School,1,0,(732) 264-5578,(732) 264-8679,,,3150
5447,St. Benedict School,1,0,(814) 266-3837,(814) 266-7718,dnairn@sbj.k12.pa.us,,3588
5448,St. Bernadette,1,0,(718) 236-1560,(718) 236-3364,,,4178
5449,St. Bernadette Catholic School,1,0,508-351-9355,508-351-2941,math2@stb-school.org,,4430
5450,St. Bernadette Catholic School,1,0,(850) 249-1200,(850) 249-1204,,,4265
5451,St. Bernadette Elementary,1,0,(301) 593-5611,(301) 593-9042,vcooper@saintbernadetteschool.org,Miss Virginia Cooper,4217
5452,St. Bernadette School,1,0,402-731-3033,402-731-3735,kphillips@stbernadetteschool.net,,4437
5453,St. Bernadette School,1,0,(703) 451-8696,,,,3917
5454,St. Bernard,1,0,(724) 465-7139,(724) 465-0803,,,3332
5455,St. Bernard,1,0,718-241-6040,718-241-7258,patriciatews@aol.com,,4436
5456,St. Bernard Academy,1,0,(615) 385-0440,(615) 783-0241,,,3391
5457,St. Bernardine of Siena,1,0,818 340 2130,818 340 3417,camano@stbernardine.org,Cindy Amano,4695
5458,St. Bernardine of Siena,1,0,(818) 340-2130,(818) 340-3417,,,4189
5459,St. Bonaventure,1,0,,,,,3748
5460,St. Bonaventure Catholic School,1,0,(954)634-8475,,lkempinski@stbonaventurechurch.com,St. Bonaventure Catholic School,5011
5461,St. Bonaventure School,1,0,(714) 846-2472,,,,3338
5462,St. Boniface,1,0,419-898-1340,,lschultze@ourstb.com,,4394
5463,St. Boniface School,1,0,618-656-6917,618-692-8385,anschutzstb@yahoo.com,Sr. Anna Flanigan,4842
5464,St. Brendan School,1,0,(440) 777-8433,,,,3520
5465,St. Bridget School,1,0,(815) 633-8255,(815) 633-5847,,,3539
5466,St. Bridget School,1,0,(508) 875-0181,(508) 875-9552,,,4182
5467,St. Bridget School,1,0,(860) 649-7731,,,,3906
5468,St. Brigid School,1,0,207-797-7073,207-797-7078,Michael.Healy@portlanddiocese.org,,4949
5469,St. Brigid School,1,0,989-835-9481,989-835-9141,deannag@stbrigid-midland.org,,4412
5470,St. Callistus,1,0,(714) 971-2023,(714) 971-2031,mevans416@yahoo.com,,3865
5471,St. Catherine,1,0,(603) 622-1711,(603) 624-4935,,,3525
5472,St. Catherine of Siena,1,0,(973) 857-6968,,,,3582
5473,St. Catherine of Siena,1,0,(302) 633-4901,(302) 633-4902,,,3636
5474,St. Catherine of Siena Catholic School,1,0,(770) 419-8601,(678) 626-0000,,,3328
5475,St. Catherine School,1,0,(408) 779-9950,(408) 779-9928,,,3664
